datetime,count
2011-01-28 12:00:00,64.52
2011-01-28 13:00:00,63.48
2011-01-28 14:00:00,57.18
2011-01-28 15:00:00,53.56
2011-01-28 16:00:00,77.66
2011-01-28 17:00:00,154.86
2011-01-28 18:00:00,153.6
2011-01-28 19:00:00,114.22
2011-01-28 20:00:00,93.68
2011-01-28 21:00:00,52.4
2011-01-28 22:00:00,55.5
2011-01-28 23:00:00,36.52
2011-01-29 00:00:00,37.74
2011-01-29 01:00:00,27.38
2011-01-29 02:00:00,22.58
2011-01-29 03:00:00,15.3
2011-01-29 04:00:00,4.38
2011-01-29 06:00:00,3.32
2011-01-29 07:00:00,14.22
2011-01-29 08:00:00,41.28
2011-01-29 09:00:00,58.6
2011-01-29 10:00:00,71.68
2011-01-29 11:00:00,72.72
2011-01-29 12:00:00,110.74
2011-01-29 13:00:00,121.98
2011-01-29 14:00:00,119.84
2011-01-29 15:00:00,162.94
2011-01-29 16:00:00,159.62600000000003
2011-01-29 17:00:00,118.39333333333332
2011-01-29 18:00:00,117.96
2011-01-29 19:00:00,108.48
2011-01-29 20:00:00,60.58
2011-01-29 21:00:00,45.28
2011-01-29 22:00:00,30.1
2011-01-29 23:00:00,19.66
2011-01-30 00:00:00,43.32
2011-01-30 01:00:00,23.66
2011-01-30 02:00:00,20.04
2011-01-30 03:00:00,12.08
2011-01-30 04:00:00,5.64
2011-01-30 05:00:00,4.98
2011-01-30 07:00:00,11.18
2011-01-30 08:00:00,44.16
2011-01-30 09:00:00,66.08
2011-01-30 10:00:00,91.92
2011-01-30 11:00:00,137.44
2011-01-30 12:00:00,195.44
2011-01-30 13:00:00,186.86
2011-01-30 14:00:00,199.4
2011-01-30 15:00:00,194.22
2011-01-30 16:00:00,177.5
2011-01-30 17:00:00,122.46
2011-01-30 18:00:00,136.15333333333334
2011-01-30 19:00:00,99.6
2011-01-30 20:00:00,64.24
2011-01-30 21:00:00,62.0
2011-01-30 22:00:00,60.9
2011-01-30 23:00:00,30.06
2011-01-31 00:00:00,15.7
2011-01-31 01:00:00,5.48
2011-01-31 02:00:00,3.5
2011-01-31 03:00:00,3.28
2011-01-31 04:00:00,2.78
2011-01-31 05:00:00,7.92
2011-01-31 06:00:00,64.36
2011-01-31 07:00:00,124.9
2011-01-31 08:00:00,251.9
2011-01-31 09:00:00,112.58
2011-01-31 10:00:00,52.26
2011-01-31 11:00:00,58.32
2011-01-31 12:00:00,63.38
2011-01-31 13:00:00,69.66
2011-01-31 14:00:00,67.02
2011-01-31 15:00:00,65.5
2011-01-31 16:00:00,86.36
2011-01-31 17:00:00,152.48
2011-01-31 18:00:00,138.7
2011-01-31 19:00:00,166.46
2011-01-31 20:00:00,62.34
2011-01-31 21:00:00,38.62
2011-01-31 22:00:00,39.6
2011-01-31 23:00:00,19.02
2011-02-20 00:00:00,54.5
2011-02-20 01:00:00,35.18
2011-02-20 02:00:00,27.76
2011-02-20 03:00:00,13.66
2011-02-20 04:00:00,3.04
2011-02-20 06:00:00,4.72
2011-02-20 07:00:00,21.32
2011-02-20 08:00:00,45.16
2011-02-20 09:00:00,78.16
2011-02-20 10:00:00,178.32
2011-02-20 11:00:00,190.92
2011-02-20 12:00:00,207.1
2011-02-20 13:00:00,221.62
2011-02-20 14:00:00,270.4
2011-02-20 15:00:00,277.02
2011-02-20 16:00:00,234.96
2011-02-20 17:00:00,199.32
2011-02-20 18:00:00,220.14
2011-02-20 19:00:00,168.02
2011-02-20 20:00:00,106.22
2011-02-20 21:00:00,78.54
2011-02-20 22:00:00,70.24
2011-02-20 23:00:00,49.01
2011-02-21 00:00:00,55.46
2011-02-21 01:00:00,38.8
2011-02-21 02:00:00,22.6
2011-02-21 03:00:00,9.98
2011-02-21 04:00:00,4.64
2011-02-21 05:00:00,4.82
2011-02-21 06:00:00,27.98
2011-02-21 07:00:00,127.24
2011-02-21 08:00:00,93.44
2011-02-21 09:00:00,100.96
2011-02-21 10:00:00,149.8
2011-02-21 11:00:00,208.52
2011-02-21 12:00:00,248.56
2011-02-21 13:00:00,161.36
2011-02-21 14:00:00,197.82
2011-02-21 15:00:00,175.1
2011-02-21 16:00:00,171.52
2011-02-21 17:00:00,125.94
2011-02-21 18:00:00,126.3
2011-02-21 19:00:00,113.0
2011-02-21 20:00:00,89.54
2011-02-21 21:00:00,37.08
2011-02-21 22:00:00,39.56
2011-02-21 23:00:00,28.5
2011-02-22 06:00:00,54.16
2011-02-22 07:00:00,133.7
2011-02-22 08:00:00,250.58
2011-02-22 09:00:00,125.44
2011-02-22 10:00:00,70.52
2011-02-22 11:00:00,82.12
2011-02-22 12:00:00,76.86
2011-02-22 13:00:00,82.62
2011-02-22 14:00:00,79.16
2011-02-22 15:00:00,94.6
2011-02-22 16:00:00,79.3
2011-02-22 17:00:00,154.7
2011-02-22 18:00:00,154.52
2011-02-22 19:00:00,114.42
2011-02-22 20:00:00,85.28
2011-02-22 21:00:00,59.44
2011-02-22 22:00:00,48.44
2011-02-22 23:00:00,41.84
2011-02-23 00:00:00,14.72
2011-02-23 01:00:00,5.62
2011-02-23 02:00:00,2.94
2011-02-23 03:00:00,1.24
2011-02-23 05:00:00,6.88
2011-02-23 06:00:00,39.48
2011-02-23 07:00:00,104.5
2011-02-23 08:00:00,251.96
2011-02-23 09:00:00,189.54
2011-02-23 10:00:00,62.78
2011-02-23 11:00:00,104.7
2011-02-23 12:00:00,93.64
2011-02-23 13:00:00,111.44
2011-02-23 14:00:00,118.74
2011-02-23 15:00:00,155.38
2011-02-23 16:00:00,213.02
2011-02-23 17:00:00,320.28
2011-02-23 18:00:00,242.94
2011-02-23 19:00:00,223.84
2011-02-23 20:00:00,81.0
2011-02-23 21:00:00,66.32
2011-02-23 22:00:00,53.54
2011-02-23 23:00:00,27.0
2011-02-24 00:00:00,12.92
2011-02-24 01:00:00,5.42
2011-02-24 02:00:00,2.9
2011-02-24 03:00:00,1.8633333333333335
2011-02-24 05:00:00,13.34
2011-02-24 06:00:00,65.28
2011-02-24 07:00:00,189.6
2011-02-24 08:00:00,456.8
2011-02-24 09:00:00,185.24
2011-02-24 10:00:00,107.94
2011-02-24 11:00:00,120.5
2011-02-24 12:00:00,126.82
2011-02-24 13:00:00,102.6
2011-02-24 14:00:00,111.07
2011-02-24 15:00:00,81.04
2011-02-24 16:00:00,84.74
2011-02-24 17:00:00,202.36
2011-02-24 18:00:00,164.56
2011-02-24 19:00:00,116.5
2011-02-24 20:00:00,97.84
2011-02-24 21:00:00,80.34
2011-02-24 22:00:00,47.08
2011-02-24 23:00:00,52.22
2011-02-25 00:00:00,10.4
2011-02-25 01:00:00,12.54
2011-02-25 02:00:00,5.65
2011-02-25 03:00:00,2.18
2011-02-25 05:00:00,12.48
2011-02-25 06:00:00,70.06
2011-02-25 07:00:00,165.24
2011-02-25 08:00:00,300.16
2011-02-25 09:00:00,120.94
2011-02-25 10:00:00,83.34
2011-02-25 11:00:00,124.84
2011-02-25 12:00:00,180.36
2011-02-25 13:00:00,181.3
2011-02-25 14:00:00,195.46
2011-02-25 15:00:00,170.4
2011-02-25 16:00:00,150.22
2011-02-25 17:00:00,210.64
2011-02-25 18:00:00,162.08
2011-02-25 19:00:00,143.62
2011-02-25 20:00:00,127.14
2011-02-25 21:00:00,84.9
2011-02-25 22:00:00,73.12
2011-02-25 23:00:00,46.1
2011-02-26 00:00:00,41.2
2011-02-26 01:00:00,40.78
2011-02-26 02:00:00,21.96
2011-02-26 03:00:00,17.24
2011-02-26 04:00:00,5.32
2011-02-26 05:00:00,4.36
2011-02-26 06:00:00,4.24
2011-02-26 07:00:00,6.62
2011-02-26 08:00:00,87.08
2011-02-26 09:00:00,86.88
2011-02-26 10:00:00,171.88
2011-02-26 11:00:00,227.14
2011-02-26 12:00:00,222.8
2011-02-26 13:00:00,215.34
2011-02-26 14:00:00,176.14
2011-02-26 15:00:00,199.12
2011-02-26 16:00:00,206.38
2011-02-26 17:00:00,195.04
2011-02-26 18:00:00,159.14
2011-02-26 19:00:00,105.24
2011-02-26 20:00:00,100.88
2011-02-26 21:00:00,65.6
2011-02-26 22:00:00,67.5
2011-02-26 23:00:00,43.76
2011-02-27 00:00:00,53.68
2011-02-27 01:00:00,37.9
2011-02-27 02:00:00,31.46
2011-02-27 03:00:00,15.06
2011-02-27 04:00:00,7.56
2011-02-27 06:00:00,6.24
2011-02-27 07:00:00,22.14
2011-02-27 08:00:00,118.22
2011-02-27 09:00:00,120.46
2011-02-27 10:00:00,142.16
2011-02-27 11:00:00,192.42
2011-02-27 12:00:00,216.36
2011-02-27 13:00:00,283.18
2011-02-27 14:00:00,324.72
2011-02-27 15:00:00,382.76
2011-02-27 16:00:00,405.32
2011-02-27 17:00:00,163.1
2011-02-27 18:00:00,142.34
2011-02-27 19:00:00,123.7
2011-02-27 20:00:00,99.8
2011-02-27 21:00:00,82.54
2011-02-27 22:00:00,70.08
2011-02-27 23:00:00,64.76
2011-02-28 00:00:00,26.34
2011-02-28 01:00:00,8.9
2011-02-28 03:00:00,1.9
2011-02-28 05:00:00,15.16
2011-02-28 06:00:00,71.24
2011-02-28 07:00:00,214.1
2011-02-28 08:00:00,323.14
2011-02-28 09:00:00,236.46
2011-02-28 10:00:00,118.98
2011-02-28 11:00:00,144.06
2011-02-28 12:00:00,172.04
2011-02-28 13:00:00,100.94
2011-02-28 14:00:00,81.32
2011-02-28 15:00:00,77.62
2011-02-28 16:00:00,131.4
2011-02-28 17:00:00,174.32
2011-02-28 18:00:00,228.98
2011-02-28 19:00:00,116.42
2011-02-28 20:00:00,126.42
2011-02-28 21:00:00,87.04
2011-02-28 22:00:00,62.38
2011-02-28 23:00:00,42.28
2011-03-20 00:00:00,55.0
2011-03-20 01:00:00,52.34
2011-03-20 02:00:00,39.52
2011-03-20 03:00:00,11.82
2011-03-20 04:00:00,4.78
2011-03-20 05:00:00,4.88
2011-03-20 06:00:00,4.96
2011-03-20 07:00:00,19.6
2011-03-20 08:00:00,58.58
2011-03-20 09:00:00,121.04
2011-03-20 10:00:00,179.5
2011-03-20 11:00:00,311.06
2011-03-20 12:00:00,352.04
2011-03-20 13:00:00,345.86
2011-03-20 14:00:00,363.48
2011-03-20 15:00:00,375.16
2011-03-20 16:00:00,394.62
2011-03-20 17:00:00,165.3
2011-03-20 18:00:00,180.08
2011-03-20 19:00:00,142.12
2011-03-20 20:00:00,104.36
2011-03-20 21:00:00,85.26
2011-03-20 22:00:00,70.08
2011-03-20 23:00:00,45.58
2011-03-21 00:00:00,24.0
2011-03-21 01:00:00,13.28
2011-03-21 02:00:00,9.36
2011-03-21 03:00:00,3.8
2011-03-21 05:00:00,9.36
2011-03-21 06:00:00,52.82
2011-03-21 07:00:00,140.9
2011-03-21 08:00:00,397.94
2011-03-21 09:00:00,180.74
2011-03-21 10:00:00,76.08
2011-03-21 11:00:00,99.5
2011-03-21 12:00:00,122.7
2011-03-21 13:00:00,146.5
2011-03-21 14:00:00,151.7
2011-03-21 15:00:00,182.18
2011-03-21 16:00:00,229.08
2011-03-21 17:00:00,502.84
2011-03-21 18:00:00,487.82
2011-03-21 19:00:00,468.84
2011-03-21 20:00:00,288.66
2011-03-21 21:00:00,170.74
2011-03-21 22:00:00,126.66
2011-03-21 23:00:00,64.12
2011-03-22 00:00:00,33.58
2011-03-22 01:00:00,10.98
2011-03-22 02:00:00,8.4
2011-03-22 03:00:00,4.0
2011-03-22 04:00:00,2.96
2011-03-22 05:00:00,23.82
2011-03-22 06:00:00,72.06
2011-03-22 07:00:00,310.42
2011-03-22 08:00:00,418.72
2011-03-22 09:00:00,257.22
2011-03-22 10:00:00,141.08
2011-03-22 11:00:00,140.67
2011-03-22 12:00:00,191.94
2011-03-22 13:00:00,152.10666666666668
2011-03-22 14:00:00,178.7
2011-03-22 15:00:00,163.0
2011-03-22 16:00:00,323.44
2011-03-22 17:00:00,567.84
2011-03-22 18:00:00,435.78
2011-03-22 19:00:00,294.5
2011-03-22 20:00:00,184.12
2011-03-22 21:00:00,111.26
2011-03-22 22:00:00,88.58
2011-03-22 23:00:00,55.6
2011-03-23 00:00:00,19.42
2011-03-23 01:00:00,9.34
2011-03-23 02:00:00,8.84
2011-03-23 03:00:00,3.26
2011-03-23 05:00:00,9.58
2011-03-23 06:00:00,54.76
2011-03-23 07:00:00,184.16
2011-03-23 08:00:00,339.26
2011-03-23 09:00:00,172.92
2011-03-23 10:00:00,68.54
2011-03-23 11:00:00,71.72
2011-03-23 12:00:00,77.16
2011-03-23 13:00:00,87.6
2011-03-23 14:00:00,92.96
2011-03-23 15:00:00,90.24
2011-03-23 16:00:00,162.34
2011-03-23 17:00:00,325.5
2011-03-23 18:00:00,175.5
2011-03-23 19:00:00,171.18
2011-03-23 20:00:00,96.7
2011-03-23 21:00:00,71.88
2011-03-23 22:00:00,42.36
2011-03-23 23:00:00,36.76
2011-03-24 00:00:00,15.4
2011-03-24 01:00:00,7.84
2011-03-24 02:00:00,6.52
2011-03-24 03:00:00,2.38
2011-03-24 04:00:00,1.98
2011-03-24 05:00:00,9.74
2011-03-24 06:00:00,51.76
2011-03-24 07:00:00,112.02
2011-03-24 08:00:00,163.5
2011-03-24 09:00:00,150.42
2011-03-24 10:00:00,74.08
2011-03-24 11:00:00,76.98
2011-03-24 12:00:00,91.54
2011-03-24 13:00:00,94.96
2011-03-24 14:00:00,96.18
2011-03-24 15:00:00,90.74
2011-03-24 16:00:00,140.46
2011-03-24 17:00:00,244.9
2011-03-24 18:00:00,236.38
2011-03-24 19:00:00,176.48
2011-03-24 20:00:00,83.2
2011-03-24 21:00:00,73.28
2011-03-24 22:00:00,65.36
2011-03-24 23:00:00,39.36
2011-03-25 00:00:00,17.02
2011-03-25 01:00:00,5.28
2011-03-25 02:00:00,2.42
2011-03-25 03:00:00,2.3406666666666665
2011-03-25 04:00:00,1.82
2011-03-25 05:00:00,11.2
2011-03-25 06:00:00,56.64
2011-03-25 07:00:00,168.4
2011-03-25 08:00:00,289.28
2011-03-25 09:00:00,202.32
2011-03-25 10:00:00,138.56
2011-03-25 11:00:00,116.46
2011-03-25 12:00:00,125.74
2011-03-25 13:00:00,137.1
2011-03-25 14:00:00,142.16
2011-03-25 15:00:00,152.86
2011-03-25 16:00:00,179.18
2011-03-25 17:00:00,314.64
2011-03-25 18:00:00,246.86
2011-03-25 19:00:00,225.34
2011-03-25 20:00:00,127.88
2011-03-25 21:00:00,91.7
2011-03-25 22:00:00,69.97
2011-03-25 23:00:00,49.494
2011-03-26 00:00:00,59.08
2011-03-26 01:00:00,45.44
2011-03-26 02:00:00,28.18
2011-03-26 03:00:00,20.82
2011-03-26 04:00:00,7.92
2011-03-26 05:00:00,6.14
2011-03-26 06:00:00,11.92
2011-03-26 07:00:00,31.7
2011-03-26 08:00:00,89.44
2011-03-26 09:00:00,133.96
2011-03-26 10:00:00,191.38
2011-03-26 11:00:00,193.22
2011-03-26 12:00:00,229.88
2011-03-26 13:00:00,276.96
2011-03-26 14:00:00,293.4
2011-03-26 15:00:00,297.08
2011-03-26 16:00:00,325.84
2011-03-26 17:00:00,198.64
2011-03-26 18:00:00,240.56
2011-03-26 19:00:00,129.66
2011-03-26 20:00:00,82.18
2011-03-26 21:00:00,76.32
2011-03-26 22:00:00,72.49
2011-03-26 23:00:00,45.394
2011-03-27 00:00:00,54.76
2011-03-27 01:00:00,33.48
2011-03-27 02:00:00,22.88
2011-03-27 03:00:00,12.26
2011-03-27 04:00:00,5.52
2011-03-27 06:00:00,13.8
2011-03-27 07:00:00,50.24
2011-03-27 08:00:00,61.94
2011-03-27 09:00:00,110.96
2011-03-27 10:00:00,121.08
2011-03-27 11:00:00,187.52
2011-03-27 12:00:00,227.94
2011-03-27 13:00:00,237.3
2011-03-27 14:00:00,278.02
2011-03-27 15:00:00,274.94
2011-03-27 16:00:00,294.72
2011-03-27 17:00:00,192.84
2011-03-27 18:00:00,160.68
2011-03-27 19:00:00,133.74
2011-03-27 20:00:00,87.28
2011-03-27 21:00:00,76.66
2011-03-27 22:00:00,74.945
2011-03-27 23:00:00,45.273999999999994
2011-03-28 00:00:00,14.56
2011-03-28 01:00:00,6.96
2011-03-28 02:00:00,4.22
2011-03-28 03:00:00,1.92
2011-03-28 05:00:00,11.66
2011-03-28 06:00:00,47.24
2011-03-28 07:00:00,170.02
2011-03-28 08:00:00,311.14
2011-03-28 09:00:00,208.98
2011-03-28 10:00:00,101.48
2011-03-28 11:00:00,99.84
2011-03-28 12:00:00,111.26
2011-03-28 13:00:00,113.42
2011-03-28 14:00:00,124.88
2011-03-28 15:00:00,125.98
2011-03-28 16:00:00,203.36
2011-03-28 17:00:00,345.38
2011-03-28 18:00:00,289.74
2011-03-28 19:00:00,214.74
2011-03-28 20:00:00,129.2
2011-03-28 21:00:00,101.68
2011-03-28 22:00:00,67.84
2011-03-28 23:00:00,52.95
2011-03-29 00:00:00,17.22
2011-03-29 01:00:00,3.68
2011-03-29 02:00:00,4.633333333333333
2011-03-29 03:00:00,2.9626666666666663
2011-03-29 04:00:00,1.9
2011-03-29 05:00:00,11.2
2011-03-29 06:00:00,45.94
2011-03-29 07:00:00,187.76
2011-03-29 08:00:00,337.08
2011-03-29 09:00:00,228.04
2011-03-29 10:00:00,122.66
2011-03-29 11:00:00,135.76
2011-03-29 12:00:00,134.58
2011-03-29 13:00:00,133.82
2011-03-29 14:00:00,153.66
2011-03-29 15:00:00,168.26
2011-03-29 16:00:00,214.12
2011-03-29 17:00:00,381.7
2011-03-29 18:00:00,319.44
2011-03-29 19:00:00,268.18
2011-03-29 20:00:00,155.18
2011-03-29 21:00:00,107.42
2011-03-29 22:00:00,96.5
2011-03-29 23:00:00,55.48
2011-03-30 00:00:00,24.74
2011-03-30 01:00:00,17.08
2011-03-30 02:00:00,5.88
2011-03-30 03:00:00,2.66
2011-03-30 04:00:00,3.04
2011-03-30 05:00:00,21.2
2011-03-30 06:00:00,81.38
2011-03-30 07:00:00,264.54
2011-03-30 08:00:00,398.38
2011-03-30 09:00:00,216.44
2011-03-30 10:00:00,136.68
2011-03-30 11:00:00,131.02
2011-03-30 12:00:00,156.54
2011-03-30 13:00:00,144.08
2011-03-30 14:00:00,122.26
2011-03-30 15:00:00,80.92
2011-03-30 16:00:00,83.08
2011-03-30 17:00:00,176.26
2011-03-30 18:00:00,203.38
2011-03-30 19:00:00,164.96
2011-03-30 20:00:00,85.7
2011-03-30 21:00:00,80.34
2011-03-30 22:00:00,63.48
2011-03-30 23:00:00,36.38
2011-03-31 00:00:00,9.46
2011-03-31 01:00:00,5.38
2011-03-31 02:00:00,4.44
2011-03-31 03:00:00,2.8
2011-03-31 04:00:00,2.56
2011-03-31 05:00:00,9.86
2011-03-31 06:00:00,33.74
2011-03-31 07:00:00,122.34
2011-03-31 08:00:00,240.22
2011-03-31 09:00:00,110.0
2011-03-31 10:00:00,74.54
2011-03-31 11:00:00,84.06
2011-03-31 12:00:00,85.92
2011-03-31 13:00:00,81.74
2011-03-31 14:00:00,80.32
2011-03-31 15:00:00,64.16
2011-03-31 16:00:00,105.08
2011-03-31 17:00:00,233.44
2011-03-31 18:00:00,240.4
2011-03-31 19:00:00,178.0
2011-03-31 20:00:00,80.26
2011-03-31 21:00:00,71.18
2011-03-31 22:00:00,51.28
2011-03-31 23:00:00,48.5
2011-04-20 00:00:00,31.46
2011-04-20 01:00:00,8.02
2011-04-20 02:00:00,7.88
2011-04-20 03:00:00,3.9
2011-04-20 04:00:00,5.12
2011-04-20 05:00:00,19.18
2011-04-20 06:00:00,76.58
2011-04-20 07:00:00,319.2
2011-04-20 08:00:00,572.6
2011-04-20 09:00:00,274.8533333333333
2011-04-20 10:00:00,146.6
2011-04-20 11:00:00,181.46
2011-04-20 12:00:00,217.58
2011-04-20 13:00:00,201.22
2011-04-20 14:00:00,195.36
2011-04-20 15:00:00,192.62
2011-04-20 16:00:00,357.6
2011-04-20 17:00:00,570.02
2011-04-20 18:00:00,451.7
2011-04-20 19:00:00,530.54
2011-04-20 20:00:00,324.16
2011-04-20 21:00:00,227.74
2011-04-20 22:00:00,150.44
2011-04-20 23:00:00,121.92
2011-04-21 00:00:00,36.54
2011-04-21 01:00:00,15.68
2011-04-21 02:00:00,13.06
2011-04-21 03:00:00,4.08
2011-04-21 04:00:00,3.84
2011-04-21 05:00:00,20.84
2011-04-21 06:00:00,83.72
2011-04-21 07:00:00,252.66
2011-04-21 08:00:00,461.58
2011-04-21 09:00:00,269.88
2011-04-21 10:00:00,167.68
2011-04-21 11:00:00,189.22
2011-04-21 12:00:00,225.38
2011-04-21 13:00:00,295.8
2011-04-21 14:00:00,173.64
2011-04-21 15:00:00,236.76
2011-04-21 16:00:00,368.34
2011-04-21 17:00:00,698.14
2011-04-21 18:00:00,588.4
2011-04-21 19:00:00,396.98
2011-04-21 20:00:00,290.72
2011-04-21 21:00:00,206.54
2011-04-21 22:00:00,150.72
2011-04-21 23:00:00,100.48
2011-04-22 00:00:00,24.46
2011-04-22 01:00:00,14.76
2011-04-22 02:00:00,8.68
2011-04-22 03:00:00,6.22
2011-04-22 04:00:00,4.74
2011-04-22 05:00:00,19.32
2011-04-22 06:00:00,79.26
2011-04-22 07:00:00,244.38
2011-04-22 08:00:00,415.44
2011-04-22 09:00:00,210.12
2011-04-22 10:00:00,105.84
2011-04-22 11:00:00,111.2
2011-04-22 12:00:00,97.74
2011-04-22 13:00:00,74.98
2011-04-22 14:00:00,38.28
2011-04-22 15:00:00,68.6
2011-04-22 16:00:00,121.76
2011-04-22 17:00:00,149.74
2011-04-22 18:00:00,110.04
2011-04-22 19:00:00,102.1
2011-04-22 20:00:00,93.18
2011-04-22 21:00:00,65.76
2011-04-22 22:00:00,53.06
2011-04-22 23:00:00,46.64
2011-04-23 00:00:00,58.58
2011-04-23 01:00:00,48.18
2011-04-23 02:00:00,38.32
